Product,Brewer_Value,Brand_Value,Package_Value,Segment_Value,AB_Segment_Value,AB_Subsegment_Value,AB_Megasegment_Value,Date,Display_Count,Display_Share,Distribution,Feature_Count,Feature_Share,Price_per_Unit,Price_per_Volume,Unit_Sales,Volume_Sales,Volume_Share_of_Category, Average_of_Max_TemperatureC , Average_of_Mean_TemperatureC , Average_of_Min_TemperatureC ,Average_of_Dew_PointC , Average_of_MeanDew_PointC , Average_of_Min_DewpointC , Average_of_Max_Humidity , Average_of_Mean_Humidity , Average_of_Min_Humidity , Average_of_Max_Sea_Level_PressurehPa , Average_of_Mean_Sea_Level_PressurehPa , Average_of_Min_Sea_Level_PressurehPa ,Average_of_Max_VisibilityKm , Average_of_ Mean_VisibilityKm , Average_of_Min_VisibilitykM ,Average_of_Max_Wind_SpeedKmh ,Average_of_Mean_Wind_SpeedKmh ,Average_of_Max_Gust_SpeedKmh,Average_of_Precipitationmm ,Average_of _CloudCover ,Average_of _WindDirDegrees ,State_GDP,Alcohol_Retail_Trade_employees ,State_Personal_income,Resident_Population_in_city,Per_Capita_Personal_Income_in_city,Occupancy,Labor_Force_in_city,Employment_in_city,Unemployment_in_city,Unemp_Rate_in_city,Consumer_Price_Index_MaltBeverages,Consumer_Price_Index_Wine,Producer_Price_Index_by_Industry
BRAND261 20-PACK 11.2-13 OZ GLASS,ABI,BRAND261,20-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,10-11-2015,350,1.129270906,0.837638914,532,1.234309379,14.82969519,17.79634609,15085,12570.30698,1.192927264,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND261 20-PACK 12 OZ CAN,ABI,BRAND261,20-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,10-11-2015,151,0.487943915,0.429586498,452,1.049858026,14.47638741,17.37235979,9309,7757.571544,0.736196706,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND261 20-PACK 16 OZ AMBTL,ABI,BRAND261,20-PACK 16 OZ AMBTL,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,10-11-2015,0,,0.096691468,,,21.99,19.79119791,236,261.6670544,0.02483231,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND261 24-PACK 11.2-13 OZ GLASS,ABI,BRAND261,24-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,10-11-2015,0,,0.262959702,,,17.23698361,17.23698361,3601,3601.328701,0.341767564,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND261 24-PACK 8 OZ CAN,ABI,BRAND261,24-PACK 8 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,10-11-2015,0,,0.286510198,,,13.34250439,20.01275594,1171,781.0210893,0.07411922,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND261 30-PACK 12 OZ CAN,ABI,BRAND261,30-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,10-11-2015,601,1.940250346,0.742327868,523,1.213602689,19.70935932,15.76748746,26013,32516.11659,3.085792737,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND261 36-PACK 12 OZ CAN,ABI,BRAND261,36-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,10-11-2015,354,1.142857172,0.421196035,424,0.984437768,22.99023118,15.32682078,31183,46775.15157,4.438980977,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND261 3-PACK 25 OZ CAN,ABI,BRAND261,3-PACK 25 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,10-11-2015,0,,0.976488964,,,6.502982498,24.97305107,54690,14241.32632,1.351507681,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND261 6-PACK 11.2-13 OZ GLASS,ABI,BRAND261,6-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,10-11-2015,0,,0.971262888,,,7.577198723,30.30879489,9286,2321.510397,0.220312284,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND261 8-PACK 16 OZ AMBTL,ABI,BRAND261,8-PACK 16 OZ AMBTL,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,10-11-2015,0,,0.937039301,,,10.56914949,23.78296464,6398,2843.068734,0.269808383,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND272 12-PACK 8 OZ CAN,ABI,BRAND272,12-PACK 8 OZ CAN,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,10-11-2015,0,,0.610084774,,,12.0607868,36.185979,2553,851.0180268,0.080761958,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND272 3-PACK 25 OZ CAN,ABI,BRAND272,3-PACK 25 OZ CAN,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,10-11-2015,0,,0.035890694,,,8.485436305,32.58616093,385,100.2012962,0.009509144,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND272 SINGLES 25 OZ CAN,ABI,BRAND272,SINGLES 25 OZ CAN,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,10-11-2015,0,,0.924287673,,,3.615059146,41.64814684,31671,2749.054534,0.260886397,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND275 12-PACK 11.2-13 OZ GLASS,ABI,BRAND275,12-PACK 11.2-13 OZ GLASS,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,10-11-2015,0,,0.893706917,,,12.63917478,25.27834956,4945,2472.417994,0.234633477,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND275 12-PACK 12 OZ CAN,ABI,BRAND275,12-PACK 12 OZ CAN,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,10-11-2015,0,,0.577676274,,,12.70200451,25.40400903,2449,1224.352788,0.116191579,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND275 6-PACK 11.2-13 OZ GLASS,ABI,BRAND275,6-PACK 11.2-13 OZ GLASS,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,10-11-2015,0,,0.678541947,,,8.259032983,33.03613193,3484,871.0495953,0.082662962,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND200 12-PACK 8 OZ CAN,ABI,BRAND200,12-PACK 8 OZ CAN,FMB/PAB,HE NEAR BEER,FMB,ABOVE CORE,10-11-2015,0,,0.804783091,,,11.65541308,34.9697362,3436,1145.245486,0.108684264,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND280 SINGLES 25 OZ CAN,ABI,BRAND280,SINGLES 25 OZ CAN,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,10-11-2015,0,,0.867341826,,,3.619364016,41.69774212,16194,1405.598536,0.133391875,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND266 SINGLES 25 OZ CAN,ABI,BRAND266,SINGLES 25 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,10-11-2015,0,,0.809003884,,,2.954144626,34.03392426,26685,2316.273006,0.219815254,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND266 SINGLES 40 OZ WDBTL,ABI,BRAND266,SINGLES 40 OZ WDBTL,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,10-11-2015,0,,0.347951042,,,4.141869888,29.81907766,5782,803.0724232,0.076211901,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND312 30-PACK 12 OZ CAN,ABI,BRAND312,30-PACK 12 OZ CAN,VALUE,VALUE,VALUE REGULAR,CORE & VALUE,10-11-2015,0,,0.217427756,,,18.4918315,14.7934652,491,613.4755553,0.058219081,30.71428571,26.42857143,22,19.14285714,17,15.14285714,80.71428571,63.85714286,46.57142857,1014.285714,1012.857143,1011.142857,16,16,15.28571429,12.85714286,2.285714286,22.71428571,0,2.428571429,195.1428571,2517930,15.9,2099673075,10170.292,,0.823,4984500,4678800,305700,0.061,1.34,12.416,101.8
BRAND130 6-PACK 11.2-13 OZ GLASS,ABI,BRAND130,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,IMPORT,ABOVE CORE,04-12-2015,0,,0.446857411,,,10.13392337,43.43730549,2154,502.4824824,0.054145767,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND1 6-PACK 11.2-13 OZ GLASS,COMPETITOR97,BRAND1,6-PACK 11.2-13 OZ GLASS,ASSORTED SEGMENT,HE BEER,CRAFT,ABOVE CORE,04-12-2015,0,,0.07644093,,,10.91400932,43.6560373,3801,950.2452361,0.102395126,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND8 6-PACK 11.2-13 OZ GLASS,COMPETITOR135,BRAND8,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,ULTRA HIGH END,ABOVE CORE,04-12-2015,0,,0.091000255,,,15.61176037,62.44704146,560,139.8854538,0.015073571,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND19 6-PACK 11.2-13 OZ GLASS,COMPETITOR135,BRAND19,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,ULTRA HIGH END,ABOVE CORE,04-12-2015,0,,0.239066302,,,14.56205399,58.24821595,1845,461.133283,0.049690121,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND19 6-PACK 12 OZ CAN,COMPETITOR135,BRAND19,6-PACK 12 OZ CAN,CRAFT/IMPORT,HE BEER,ULTRA HIGH END,ABOVE CORE,04-12-2015,0,,0.196716043,,,15.60371647,62.41486588,1614,403.4732932,0.043476881,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND26 12-PACK 11.2-13 OZ GLASS,COMPETITOR135,BRAND26,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,ULTRA HIGH END,ABOVE CORE,04-12-2015,0,,0.164150945,,,21.64416216,43.28832432,656,327.8235313,0.035325125,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND176 12-PACK 11.2-13 OZ GLASS,COMPETITOR1,BRAND176,12-PACK 11.2-13 OZ GLASS,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,04-12-2015,0,,0.33463419,,,13.78856965,27.57713931,914,457.0246224,0.049247386,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND140 12-PACK 11.2-13 OZ GLASS,ABI,BRAND140,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,04-12-2015,94,0.36201694,0.73563913,35,0.096560881,12.82352237,25.64704473,5474,2737.021786,0.29493196,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND140 24-PACK 11.2-13 OZ GLASS,ABI,BRAND140,24-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,04-12-2015,0,,0.027623428,,,20.01931563,20.01931563,363,362.6773714,0.039080854,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND140 6-PACK 11.2-13 OZ GLASS,ABI,BRAND140,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,04-12-2015,0,,0.326547221,,,8.437648114,33.75059246,2501,625.2799451,0.067377995,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND144 12-PACK 11.2-13 OZ GLASS,ABI,BRAND144,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,04-12-2015,0,,0.315763075,,,12.51492139,25.02984278,951,475.5719589,0.051245982,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND4 12-PACK 11.2-13 OZ GLASS,COMPETITOR3,BRAND4,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,04-12-2015,0,,0.78817948,,,14.88422051,29.76844103,2890,1445.179433,0.155727516,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND18 6-PACK 11.2-13 OZ GLASS,ABI,BRAND18,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE NEAR BEER,HARD SODA,ABOVE CORE,04-12-2015,0,,0,,,0,0,,0,0,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND145 12-PACK 11.2-13 OZ GLASS,ABI,BRAND145,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,IMPORT,ABOVE CORE,04-12-2015,0,,0.461550896,,,16.51314176,35.38277642,1650,769.9234769,0.082964279,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND2 12-PACK 11.2-13 OZ GLASS,COMPETITOR1,BRAND2,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,04-12-2015,438,1.684821318,0.949254703,99,0.270370468,16.570755,33.14151,8349,4174.52156,0.449831942,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND2 12-PACK 12 OZ CAN,COMPETITOR1,BRAND2,12-PACK 12 OZ CAN,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,04-12-2015,0,,0.272845277,,,17.45835443,34.91670886,980,489.9632779,0.052796741,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND2 24-PACK 11.2-13 OZ GLASS,COMPETITOR1,BRAND2,24-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,04-12-2015,0,,0.259433513,,,26.08504938,26.08504938,895,894.8707999,0.096428169,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND2 6-PACK 11.2-13 OZ GLASS,COMPETITOR1,BRAND2,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,04-12-2015,97,0.375281599,0.874650329,165,0.449008098,9.681517138,38.72606855,10469,2617.194927,0.282019834,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND12 12-PACK 11.2-13 OZ GLASS,COMPETITOR1,BRAND12,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,04-12-2015,0,,0.695453244,,,16.55198063,33.10396127,2678,1338.912989,0.144276613,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND14 6-PACK 11.2-13 OZ GLASS,COMPETITOR1,BRAND14,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,04-12-2015,0,,0.217482475,,,9.367833753,37.47133501,703,175.8728945,0.018951452,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND146 4-PACK 16 OZ CAN,ABI,BRAND146,4-PACK 16 OZ CAN,CRAFT/IMPORT,HE BEER,IMPORT,ABOVE CORE,04-12-2015,0,,0.52763208,,,8.820728372,39.6972474,2936,652.2774179,0.070287149,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND6 12-PACK 11.2-13 OZ GLASS,COMPETITOR3,BRAND6,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,04-12-2015,0,,0.484608922,,,14.29345702,28.58691404,2307,1153.471107,0.12429404,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND317 SINGLES 25 OZ CAN,ABI,BRAND317,SINGLES 25 OZ CAN,VALUE,VALUE,VALUE REGULAR,CORE & VALUE,04-12-2015,0,,0.253685111,,,2.329559657,26.8382449,12274,1065.352161,0.114798648,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
BRAND317 SINGLES 32 OZ BTL,ABI,BRAND317,SINGLES 32 OZ BTL,VALUE,VALUE,VALUE REGULAR,CORE & VALUE,04-12-2015,0,,0.9230934,,,3.172312788,28.55367046,18770,2085.384045,0.224713741,25.71428571,20,13.42857143,11,7.142857143,1.428571429,74.57142857,51.28571429,27.57142857,1017.142857,1015.285714,1013.285714,16,14.71428571,11.42857143,16.85714286,3.285714286,28.71428571,0,1.142857143,229.4285714,2475826,15.6,2056152594,10170.292,,0.796,5024700,4663300,361400,0.072,1.315,12.335,101.9
